key	legacy_id	kind	owner	source	selector	target	fingerprint	program	interpreter	launched_by	runs_as	reads	writes	executes	network_hosts	verification	capabilities_needed	child_profile_recommendation	shape	launch_risk
archive:nginx:post_install	A113	archive_lifecycle	nginx	packages/extra/nginx/build.sh	post_install	archive:.scripts/post_install.sh	sha256:8c9d246805237922cfb93ad2d2accdab78bcc422eea6b4f504801fe3887baea0	archive:nginx/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	AppArmor profile and named service paths	named service state directories; running-kernel AppArmor policy	install; apparmor_parser	none	body SHA-256 8c9d246805237922cfb93ad2d2accdab78bcc422eea6b4f504801fe3887baea0 bound to base recipe; package archive/index trust precedes extraction	root DAC; ownership setting; CAP_MAC_ADMIN	transitional Cx:archive-lifecycle/server-policy-dirs; end state stable package-owned Px; never inherit pkm	server-policy-dirs	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:nordic-theme:post_install	A-NOOP-017	archive_noop	nordic-theme	packages/desktop/nordic-theme/build.sh	post_install	archive:.scripts/post_install.sh	sha256:e1b31f81d4527a55ec0897dd72d8e270e64348ef8aeae13ebc7c520d605ff484	archive:nordic-theme/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root today	none	none	none	none	exact body SHA-256 sha256:e1b31f81d4527a55ec0897dd72d8e270e64348ef8aeae13ebc7c520d605ff484; conservative no-op classifier with mutation controls	none	remove declarations or make hook sealing skip semantically empty bodies; no child execution authority	no-op-aggregate	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:nvidia:post_install	A-NOOP-018	archive_noop	nvidia	packages/extra/nvidia/build.sh	post_install	archive:.scripts/post_install.sh	sha256:ba4abe98669403e386fa9082b719747325200aa31d67faeb76f76df6f1d227ff	archive:nvidia/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root today	none	none	none	none	exact body SHA-256 sha256:ba4abe98669403e386fa9082b719747325200aa31d67faeb76f76df6f1d227ff; conservative no-op classifier with mutation controls	none	remove declarations or make hook sealing skip semantically empty bodies; no child execution authority	no-op-aggregate	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:open-vm-tools:post_install	A085	archive_lifecycle	open-vm-tools	packages/desktop/open-vm-tools/build.sh	post_install	archive:.scripts/post_install.sh	sha256:fcaebbb4d3594376a8fba20eb6ccbe71e944ff2c4eaca3d700b21e84592ff19e	archive:open-vm-tools/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	loader configuration and shared libraries	/etc/ld.so.cache	ldconfig	none	body SHA-256 fcaebbb4d3594376a8fba20eb6ccbe71e944ff2c4eaca3d700b21e84592ff19e bound to base recipe; package archive/index trust precedes extraction	root loader-cache DAC	transitional Cx:archive-lifecycle/ld-cache; end state stable package-owned Px; never inherit pkm	ld-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:openldap:post_install	A016	archive_lifecycle	openldap	packages/core/openldap/build.sh	post_install	archive:.scripts/post_install.sh	sha256:c39cd0be6e61831c830cbbe14d611cec47bab3545480c816a5d5920060a0d45d	archive:openldap/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	sysusers fragment; LDAP config/state	account databases; /var/lib/openldap; slapd.d ownership; config modes	systemd-sysusers; install; chown; chmod	none	body SHA-256 c39cd0be6e61831c830cbbe14d611cec47bab3545480c816a5d5920060a0d45d bound to base recipe; package archive/index trust precedes extraction	CAP_CHOWN; root config/state DAC	transitional Cx:archive-lifecycle/pkg-openldap; end state stable package-owned Px; never inherit pkm	pkg-openldap	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:openssh:post_install	A017	archive_lifecycle	openssh	packages/core/openssh/build.sh	post_install	archive:.scripts/post_install.sh	sha256:479f31227d05814934ebf9315eed8af4765504555438b84219b9e5bb61dd6f98	archive:openssh/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	named package paths	named state directories and modes	install	none	body SHA-256 479f31227d05814934ebf9315eed8af4765504555438b84219b9e5bb61dd6f98 bound to base recipe; package archive/index trust precedes extraction	root DAC and ownership setting	transitional Cx:archive-lifecycle/state-dir-install; end state stable package-owned Px; never inherit pkm	state-dir-install	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:orchis-theme:post_install	A-NOOP-019	archive_noop	orchis-theme	packages/desktop/orchis-theme/build.sh	post_install	archive:.scripts/post_install.sh	sha256:e1b31f81d4527a55ec0897dd72d8e270e64348ef8aeae13ebc7c520d605ff484	archive:orchis-theme/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root today	none	none	none	none	exact body SHA-256 sha256:e1b31f81d4527a55ec0897dd72d8e270e64348ef8aeae13ebc7c520d605ff484; conservative no-op classifier with mutation controls	none	remove declarations or make hook sealing skip semantically empty bodies; no child execution authority	no-op-aggregate	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:papirus-icon-theme:post_install	A086	archive_lifecycle	papirus-icon-theme	packages/desktop/papirus-icon-theme/build.sh	post_install	archive:.scripts/post_install.sh	sha256:a44f3fbc5e3844070d7421b61b61da4a8746fbd6a2aff06a269b8d14a61cd549	archive:papirus-icon-theme/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	one icon theme	icon-theme.cache	gtk-update-icon-cache	none	body SHA-256 a44f3fbc5e3844070d7421b61b61da4a8746fbd6a2aff06a269b8d14a61cd549 bound to base recipe; package archive/index trust precedes extraction	root theme-directory DAC	transitional Cx:archive-lifecycle/icon-cache; end state stable package-owned Px; never inherit pkm	icon-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:phinger-cursors:post_install	A-NOOP-020	archive_noop	phinger-cursors	packages/desktop/phinger-cursors/build.sh	post_install	archive:.scripts/post_install.sh	sha256:e1b31f81d4527a55ec0897dd72d8e270e64348ef8aeae13ebc7c520d605ff484	archive:phinger-cursors/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root today	none	none	none	none	exact body SHA-256 sha256:e1b31f81d4527a55ec0897dd72d8e270e64348ef8aeae13ebc7c520d605ff484; conservative no-op classifier with mutation controls	none	remove declarations or make hook sealing skip semantically empty bodies; no child execution authority	no-op-aggregate	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:postgresql:post_install	A114	archive_lifecycle	postgresql	packages/extra/postgresql/build.sh	post_install	archive:.scripts/post_install.sh	sha256:da224645544c9eb02735fb8c2d951c8095eefaf4349fcbdc1ff3da388dbdd37b	archive:postgresql/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	PostgreSQL profile and parent state paths	state/log/runtime dirs; running-kernel AppArmor policy	install; apparmor_parser	none	body SHA-256 da224645544c9eb02735fb8c2d951c8095eefaf4349fcbdc1ff3da388dbdd37b bound to base recipe; package archive/index trust precedes extraction	root ownership/DAC; CAP_MAC_ADMIN	transitional Cx:archive-lifecycle/pkg-postgresql; end state stable package-owned Px; never inherit pkm	pkg-postgresql	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:pulseaudio:post_install	A087	archive_lifecycle	pulseaudio	packages/desktop/pulseaudio/build.sh	post_install	archive:.scripts/post_install.sh	sha256:1ff59d0c49f8a53644deb1200e93b367bb932f93e76a9b411e132fdab88875c3	archive:pulseaudio/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	udev rules and sysfs device state	udev daemon runtime rules/state	udevadm	none	body SHA-256 1ff59d0c49f8a53644deb1200e93b367bb932f93e76a9b411e132fdab88875c3 bound to base recipe; package archive/index trust precedes extraction	udev control socket and device-event authority	transitional Cx:archive-lifecycle/udev-refresh; end state stable package-owned Px; never inherit pkm	udev-refresh	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:pyyaml-pass2:post_install	A018	archive_lifecycle	pyyaml-pass2	packages/core/pyyaml-pass2/build.sh	post_install	archive:.scripts/post_install.sh	sha256:e50caea4ebb1253864b259babeef0a92980aed05fc7db42d32f3d6aaccfbad00	archive:pyyaml-pass2/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	installed PyYAML and libyaml extension	possible Python bytecode cache	python3	none	body SHA-256 e50caea4ebb1253864b259babeef0a92980aed05fc7db42d32f3d6aaccfbad00 bound to base recipe; package archive/index trust precedes extraction	read installed Python; possible cache DAC	transitional Cx:archive-lifecycle/pkg-pyyaml-pass2; end state stable package-owned Px; never inherit pkm	pkg-pyyaml-pass2	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:pyyaml:post_install	A019	archive_lifecycle	pyyaml	packages/core/pyyaml/build.sh	post_install	archive:.scripts/post_install.sh	sha256:7860541655e4e0f1c1b9c74e4a72c9cdd955fa3b5d4ef7b5eb17bcdf518e914e	archive:pyyaml/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	installed Python module/package metadata	possible Python bytecode cache	python3	none	body SHA-256 7860541655e4e0f1c1b9c74e4a72c9cdd955fa3b5d4ef7b5eb17bcdf518e914e bound to base recipe; package archive/index trust precedes extraction	read installed Python; possible cache DAC	transitional Cx:archive-lifecycle/python-import-check; end state stable package-owned Px; never inherit pkm	python-import-check	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:remmina:post_install	A115	archive_lifecycle	remmina	packages/extra/remmina/build.sh	post_install	archive:.scripts/post_install.sh	sha256:5c12a80ba704ed2f9b2c72879101065bb551ae4268add41a14df96f737f8037f	archive:remmina/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	icons, desktop entries, MIME XML, loader config/libraries	icon/desktop/MIME caches and /etc/ld.so.cache	gtk-update-icon-cache; update-desktop-database; update-mime-database; ldconfig	none	body SHA-256 5c12a80ba704ed2f9b2c72879101065bb551ae4268add41a14df96f737f8037f bound to base recipe; package archive/index trust precedes extraction	root application/icon/MIME/loader-cache DAC	transitional Cx:archive-lifecycle/pkg-remmina; end state stable package-owned Px; never inherit pkm	pkg-remmina	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:rhythmbox:post_install	A116	archive_lifecycle	rhythmbox	packages/extra/rhythmbox/build.sh	post_install	archive:.scripts/post_install.sh	sha256:261a10f92c612ba241526a249c0215cb6f55c8c3d8f743f6df6de58efe47fd78	archive:rhythmbox/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	schemas, icons, desktop entries and expected man pages	gschemas.compiled; icon-theme.cache; mimeinfo.cache	glib-compile-schemas; gtk-update-icon-cache; update-desktop-database	none	body SHA-256 261a10f92c612ba241526a249c0215cb6f55c8c3d8f743f6df6de58efe47fd78 bound to base recipe; package archive/index trust precedes extraction	root schema/icon/application DAC	transitional Cx:archive-lifecycle/pkg-rhythmbox; end state stable package-owned Px; never inherit pkm	pkg-rhythmbox	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:scons:post_install	A-NOOP-021	archive_noop	scons	packages/extra/scons/build.sh	post_install	archive:.scripts/post_install.sh	sha256:d90ccfb51adff715abd48728b2878e014597fa02243fcc323ea0d60092166f43	archive:scons/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root today	none	none	none	none	exact body SHA-256 sha256:d90ccfb51adff715abd48728b2878e014597fa02243fcc323ea0d60092166f43; conservative no-op classifier with mutation controls	none	remove declarations or make hook sealing skip semantically empty bodies; no child execution authority	no-op-aggregate	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:sgml-common:post_install	A020	archive_lifecycle	sgml-common	packages/core/sgml-common/build.sh	post_install	archive:.scripts/post_install.sh	sha256:83a37c20b08d3a7e34ae86795d1317b8c65d15e0802cd58bf5fe3695fdced8cf	archive:sgml-common/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	SGML catalog source	/etc/sgml catalog files	install-catalog	none	body SHA-256 83a37c20b08d3a7e34ae86795d1317b8c65d15e0802cd58bf5fe3695fdced8cf bound to base recipe; package archive/index trust precedes extraction	root /etc DAC	transitional Cx:archive-lifecycle/sgml-catalog; end state stable package-owned Px; never inherit pkm	sgml-catalog	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:shadow:post_install	A021	archive_lifecycle	shadow	packages/core/shadow/build.sh	post_install	archive:.scripts/post_install.sh	sha256:dfd9b8ff22f9d5be5f83f9b7c7ffd042f4102faa412a6a9b26618f2a06218602	archive:shadow/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	account databases	passwd/group shadow databases and a test account	grpconv; pwconv; useradd	none	body SHA-256 dfd9b8ff22f9d5be5f83f9b7c7ffd042f4102faa412a6a9b26618f2a06218602 bound to base recipe; package archive/index trust precedes extraction	root account-database DAC	transitional Cx:archive-lifecycle/account-db-normalize; end state stable package-owned Px; never inherit pkm	account-db-normalize	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:shared-mime-info:post_install	A088	archive_lifecycle	shared-mime-info	packages/desktop/shared-mime-info/build.sh	post_install	archive:.scripts/post_install.sh	sha256:06cedadd38863d82aff9f78efeca81754ee7b2c3b4ce4aa8161896e8f0975ee8	archive:shared-mime-info/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	MIME package XML	/usr/share/mime generated database	update-mime-database	none	body SHA-256 06cedadd38863d82aff9f78efeca81754ee7b2c3b4ce4aa8161896e8f0975ee8 bound to base recipe; package archive/index trust precedes extraction	root MIME-directory DAC	transitional Cx:archive-lifecycle/mime-cache; end state stable package-owned Px; never inherit pkm	mime-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:systemd-pass2:post_install	A089	archive_lifecycle	systemd-pass2	packages/desktop/systemd-pass2/build.sh	post_install	archive:.scripts/post_install.sh	sha256:4dcd82691d83f61c3f875f305c527856f6c3fc60dd0a7a17444e4b3b659aee78	archive:systemd-pass2/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	/usr/lib/security/pam_systemd.so; /run/systemd/system	running system-manager process/state via daemon-reexec	systemctl daemon-reexec	none	body SHA-256 4dcd82691d83f61c3f875f305c527856f6c3fc60dd0a7a17444e4b3b659aee78 bound to base recipe; package archive/index trust precedes extraction	system-manager D-Bus and PID1 re-exec authority	transitional Cx:archive-lifecycle/pkg-systemd-pass2; end state stable package-owned Px; never inherit pkm	pkg-systemd-pass2	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:systemd:post_install	A022	archive_lifecycle	systemd	packages/core/systemd/build.sh	post_install	archive:.scripts/post_install.sh	sha256:701c8279959cf4a0cffb880599c892cc937cd0a83aed06dfa207165184cdaa49	archive:systemd/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	target /etc/machine-id and preset policy	systemd unit-enable symlinks only on first-install roots	systemctl preset-all or --root preset-all	none	body SHA-256 701c8279959cf4a0cffb880599c892cc937cd0a83aed06dfa207165184cdaa49 bound to base recipe; package archive/index trust precedes extraction	root /etc DAC; system-manager interaction on live root	transitional Cx:archive-lifecycle/pkg-systemd; end state stable package-owned Px; never inherit pkm	pkg-systemd	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:tela-icon-theme:post_install	A090	archive_lifecycle	tela-icon-theme	packages/desktop/tela-icon-theme/build.sh	post_install	archive:.scripts/post_install.sh	sha256:6a34f4ac3a0e7a0da4c30c0e2e1f9e94f97f9fa643cf97d0cd1085665bcc31a6	archive:tela-icon-theme/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	multiple installed icon themes	each theme's icon-theme.cache	gtk-update-icon-cache	none	body SHA-256 6a34f4ac3a0e7a0da4c30c0e2e1f9e94f97f9fa643cf97d0cd1085665bcc31a6 bound to base recipe; package archive/index trust precedes extraction	root theme-directory DAC	transitional Cx:archive-lifecycle/icon-cache-multi; end state stable package-owned Px; never inherit pkm	icon-cache-multi	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:texinfo-core:post_install	A023	archive_lifecycle	texinfo-core	packages/core/texinfo-core/build.sh	post_install	archive:.scripts/post_install.sh	sha256:00730c82deaab85bd1d733918dc910d06b01fd1d8ddc5cda50d49f1a80f43409	archive:texinfo-core/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	regular Info documents	/usr/share/info/dir	install-info; rm	none	body SHA-256 00730c82deaab85bd1d733918dc910d06b01fd1d8ddc5cda50d49f1a80f43409 bound to base recipe; package archive/index trust precedes extraction	root shared-doc DAC	transitional Cx:archive-lifecycle/pkg-texinfo-core; end state stable package-owned Px; never inherit pkm	pkg-texinfo-core	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:timeshift:post_install	A117	archive_lifecycle	timeshift	packages/extra/timeshift/build.sh	post_install	archive:.scripts/post_install.sh	sha256:7f72bdd18f722c983e5e69a1883c1cc59a9afe43582bf5e17fb17b77c01366f5	archive:timeshift/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	desktop entries and icons	mimeinfo.cache and icon-theme.cache	update-desktop-database; gtk-update-icon-cache	none	body SHA-256 7f72bdd18f722c983e5e69a1883c1cc59a9afe43582bf5e17fb17b77c01366f5 bound to base recipe; package archive/index trust precedes extraction	root application/icon-directory DAC	transitional Cx:archive-lifecycle/desktop-icon-cache; end state stable package-owned Px; never inherit pkm	desktop-icon-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:tpm2-tss:post_install	A091	archive_lifecycle	tpm2-tss	packages/desktop/tpm2-tss/build.sh	post_install	archive:.scripts/post_install.sh	sha256:f821b2f50fe161034e58accd292ab77877a61c1be9e301709b9eb7e940788cb0	archive:tpm2-tss/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	named package paths	named state directories and modes	install	none	body SHA-256 f821b2f50fe161034e58accd292ab77877a61c1be9e301709b9eb7e940788cb0 bound to base recipe; package archive/index trust precedes extraction	root DAC and ownership setting	transitional Cx:archive-lifecycle/state-dir-install; end state stable package-owned Px; never inherit pkm	state-dir-install	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:transmission:post_install	A118	archive_lifecycle	transmission	packages/extra/transmission/build.sh	post_install	archive:.scripts/post_install.sh	sha256:545a159f05ba4507710dcdb30fbed54e8c21f475282432a02eafd19fa14edc7c	archive:transmission/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	desktop entries and icons	mimeinfo.cache and icon-theme.cache	update-desktop-database; gtk-update-icon-cache	none	body SHA-256 545a159f05ba4507710dcdb30fbed54e8c21f475282432a02eafd19fa14edc7c bound to base recipe; package archive/index trust precedes extraction	root application/icon-directory DAC	transitional Cx:archive-lifecycle/desktop-icon-cache; end state stable package-owned Px; never inherit pkm	desktop-icon-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:user-theme:post_install	A092	archive_lifecycle	user-theme	packages/desktop/user-theme/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:user-theme/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:valkey:post_install	A119	archive_lifecycle	valkey	packages/extra/valkey/build.sh	post_install	archive:.scripts/post_install.sh	sha256:97d7c8a355042642290fafe6c6009c5217612b1b29a442c564cbdf7fb1a5c362	archive:valkey/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	sysusers fragment; AppArmor profile; named state/config paths	account databases; named ownership; running-kernel AppArmor policy	systemd-sysusers; chown; apparmor_parser	none	body SHA-256 97d7c8a355042642290fafe6c6009c5217612b1b29a442c564cbdf7fb1a5c362 bound to base recipe; package archive/index trust precedes extraction	CAP_CHOWN; root DAC; CAP_MAC_ADMIN	transitional Cx:archive-lifecycle/server-policy-sysusers; end state stable package-owned Px; never inherit pkm	server-policy-sysusers	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:websockets:post_install	A120	archive_lifecycle	websockets	packages/extra/websockets/build.sh	post_install	archive:.scripts/post_install.sh	sha256:edf1f65da439e29a34c538a80df71bcd21a581d6c6a5dec0cbb2083b70bd5a3c	archive:websockets/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	installed Python module/package metadata	possible Python bytecode cache	python3	none	body SHA-256 edf1f65da439e29a34c538a80df71bcd21a581d6c6a5dec0cbb2083b70bd5a3c bound to base recipe; package archive/index trust precedes extraction	read installed Python; possible cache DAC	transitional Cx:archive-lifecycle/python-import-check; end state stable package-owned Px; never inherit pkm	python-import-check	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:whitesur-gtk-theme:post_install	A-NOOP-022	archive_noop	whitesur-gtk-theme	packages/desktop/whitesur-gtk-theme/build.sh	post_install	archive:.scripts/post_install.sh	sha256:e1b31f81d4527a55ec0897dd72d8e270e64348ef8aeae13ebc7c520d605ff484	archive:whitesur-gtk-theme/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root today	none	none	none	none	exact body SHA-256 sha256:e1b31f81d4527a55ec0897dd72d8e270e64348ef8aeae13ebc7c520d605ff484; conservative no-op classifier with mutation controls	none	remove declarations or make hook sealing skip semantically empty bodies; no child execution authority	no-op-aggregate	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:whitesur-icon-theme:post_install	A093	archive_lifecycle	whitesur-icon-theme	packages/desktop/whitesur-icon-theme/build.sh	post_install	archive:.scripts/post_install.sh	sha256:5a33069dcd22928d6ff859959f69bfad43738f902c1515b42f16ca4d614f3744	archive:whitesur-icon-theme/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	multiple installed icon themes	each theme's icon-theme.cache	gtk-update-icon-cache	none	body SHA-256 5a33069dcd22928d6ff859959f69bfad43738f902c1515b42f16ca4d614f3744 bound to base recipe; package archive/index trust precedes extraction	root theme-directory DAC	transitional Cx:archive-lifecycle/icon-cache-multi; end state stable package-owned Px; never inherit pkm	icon-cache-multi	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:wireplumber:post_install	A094	archive_lifecycle	wireplumber	packages/desktop/wireplumber/build.sh	post_install	archive:.scripts/post_install.sh	sha256:ee1be88905c13d5e3a7c13ad85352f93be07b116026a3b16b685daebbdb63b62	archive:wireplumber/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	installed user unit definitions	/etc/systemd/user enablement symlinks	systemctl --global enable	none	body SHA-256 ee1be88905c13d5e3a7c13ad85352f93be07b116026a3b16b685daebbdb63b62 bound to base recipe; package archive/index trust precedes extraction	root /etc DAC	transitional Cx:archive-lifecycle/systemd-global-enable; end state stable package-owned Px; never inherit pkm	systemd-global-enable	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:xdg-desktop-portal-gnome:post_install	A095	archive_lifecycle	xdg-desktop-portal-gnome	packages/desktop/xdg-desktop-portal-gnome/build.sh	post_install	archive:.scripts/post_install.sh	sha256:1c9df1f128227754eed3fd298b04db6ddc4197de03f8b6d7ee2e541804748b58	archive:xdg-desktop-portal-gnome/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 1c9df1f128227754eed3fd298b04db6ddc4197de03f8b6d7ee2e541804748b58 bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
build-only:pkm.repo.sign_index:gpg	none	build_only	gnupg2	pkm/repo.py	index-signing	/usr/bin/gpg	sha256:495d0bc0fa1ccc1dda314d23efaf8ce333400a4475e8ab2d4b3526c304824675	/usr/bin/gpg	native executable	pkm/repo.py sign_index	invoking repository publisher	repository index and publisher-selected signing key	detached armored index signature	/usr/bin/gpg	none	nonzero signer exit is fatal; detached signature is checked by repository consumers	publisher credential access only; no installed package-manager privilege	build/publish-only; outside the installed pkm profile and still bound to an absolute executable	index-signing	absolute argv[0]; this library path is not reachable from the installed pkm CLI
canonical:account-skel-seed	C001	canonical	intergenos-base-files	pkm/hooks.py	account-skel-seed	/usr/bin/bash	sha256:520bb944d3b19d842a5bdb472496a7e2b05402b1b45e5443604256b5300a6c05	/usr/lib/intergenos/seed-account-skel.sh	/usr/bin/bash	pkm/hooks.py; pkm/hooks.py	root	/usr/share/intergenos-base-files/account-skel; existing /etc/{passwd,group,shadow,gshadow}	create-only /etc/{passwd,group,shadow,gshadow}	/usr/bin/bash; /usr/bin/install	none	base-pinned command construction plus installed owner resolution	root DAC write; ownership/mode setting	Px:intergenos-base-files account-seed child	account-skel-seed	absolute Bash, script and install executable
canonical:apparmor-reload	C007	canonical	apparmor	pkm/hooks.py	apparmor-reload	/usr/sbin/apparmor_parser	sha256:62f58b0543b3f34e9b55a690863d2654ea908d4efbbe7d32f930fbceb694fb94	/usr/sbin/apparmor_parser	native executable or reviewed script interpreter	pkm/hooks.py; pkm/hooks.py	root	/etc/apparmor.d profile plus abstractions, tunables and ABI	running-kernel AppArmor policy	/usr/sbin/apparmor_parser	none	base-pinned command construction plus installed owner resolution	CAP_MAC_ADMIN; securityfs/AppArmor policy control	Px:apparmor_parser with only profile-load inputs and CAP_MAC_ADMIN	apparmor-reload	absolute argv[0] bound to the reviewed program
canonical:ca-trust	C008	canonical	unresolved	pkm/hooks.py	ca-trust	/usr/bin/update-ca-trust	sha256:389bb7e731cdcc6e9a663b4ab158d246ce4b56252dfd1f1781c7ed711a9f8a92	/usr/bin/update-ca-trust (required; producer missing)	native executable or reviewed script interpreter	pkm/hooks.py; pkm/hooks.py	root	/etc/ca-certificates; /usr/share/ca-certificates	intended CA trust store outputs, unresolved	/usr/bin/update-ca-trust	none	required program is absent; expected provider ca-certificates does not ship the updater in this release	would require root trust-store write	prerequisite: ca-certificates supplies and verifies the updater; until then the critical hook fails loudly	ca-trust	absolute argv[0] bound to the reviewed program
canonical:depmod	C004	canonical	kmod	pkm/hooks.py	depmod	/usr/sbin/depmod	sha256:c994754fa6f543e7f71d99afb40604f32d138af899ec006401063700a9f834ed	/usr/sbin/depmod	native executable or reviewed script interpreter	pkm/hooks.py; pkm/hooks.py	root	/usr/lib/modules/<kernel> modules and metadata	/usr/lib/modules/<kernel>/modules.* indexes	/usr/sbin/depmod	none	base-pinned command construction plus installed owner resolution	root DAC write to module tree	Cx:pkm-canonical/<shape> for the first enforced wave; end state Px to a bounded named child; missing child denies	depmod	absolute argv[0] bound to the reviewed program
